Area,short names,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
TCD,production_Agr_1,28823,47775,87424,61076,158896,62537,74631,99141,179999,94151,64014,105295,84349,117978,107422,201305,183946,201257,225993,209031,215797,299472,455965,417986,332889,349500,443779,396506,437898.34,414606,407371.45,364630.68,363985
TCD,production_Agr_10,17000,39380.77,40094.47,41156.46,42211.72,47030.53,49395.63,58245.71,59533.42,61321.47,61899.25,63042.49,64581.09,65765.63,66969.82,67789.3,69341.22,70503.4,71684.75,73057.85,81017.62,75366.16,75737.2,75747.69,93855.01,97370.36,101017.31,104099.22,104718.04,108566.6,112556.59,116693.23,120981.89
TCD,production_Agr_2,66027,117725,108211,23104,90548,78978,97728,112288,100230,158282,92624,112167,134880,126024,91083,145667,112380,106378,173992,130704,186118,172687,188911,378426,304112,243478,257701,263555,259539.85,290563,278052.85,242646.7,231965
TCD,production_Agr_4,2100,3421,2400,2006,2932,2642,2650,3600,4749,3585,2688,2800,4000,2890,0,3603,1865,8393,8100,5000,1698,1723,8750,1757,809,965,1742,1870,1798.02,1613,1815,1539.53,1205
TCD,production_Agr_5,105360,111000,116880,123120,129600,136560,143760,151440,159480,167880,176760,186120,196080,206520,217440,228960,241080,253920,267360,281640,296520,312240,328800,346320,364680,384022,397527,420468,438794.23,457852.25,477843.62,492409.41,527768.68
TCD,production_Agr_6,260,327,342,360,378,396,414,432,465,480,510,673.8,776.38,897.99,1025.34,1170.23,1297.08,1658.35,2724.19,2384.64,2389.45,2420.82,2411.04,2445.28,2713.39,2200,2700,2500,2468.15,2570.43,2532.14,2541.43,2550.73
TCD,production_Agr_7,3780,4389,4468.8,4628.4,4708.2,4827.9,4867.8,4987.5,5147.1,5306.7,5306.7,5346.6,5346.6,5346.6,5586,5586,5649.84,5825.4,5881.26,5937.12,5985,6048.84,6080.76,6104.7,6304.2,6120.66,6155.65,6172.4,6188.18,6449.85,6457.06,6498.61,6540.01
TCD,production_Agr_8,22440,23832,25296,26868,28524,30288,32160,34140,36252,38496,40872,43404,46080,48936,51960,55164,58572,62196,66036,70116,74460,79056,83940,89136,94644,99840.06,106722.12,113426.87,118940.54,125107.67,131876.75,139837.65,148278.84
TCD,production_Agr_9,116100,101095.78,103095.89,95761.61,104115.54,102546.8,110062.52,121771.84,124684.9,126819.7,129524.78,132221.97,134911.5,137593.59,140079,142747.32,145408.76,148157.47,150805.45,153951.69,171302.86,158060.53,158454.69,158476.63,199300,200800,200800,216113.11,226934.54,234720.25,242773.07,247964.98,259717.03
TCD,trade_export_1,,,,,,,,,,,,,,,,,,,,,,,,,,50.98,,,,,19.25,,
TCD,trade_export_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
TCD,trade_export_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,,,,,,,,
TCD,trade_import_1,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,73,33,0
TCD,trade_import_2,0,0,0,0,13,50,0,1000,0,0,0,0,0,0,500,10770,35600,17690,26783,26000,25928,29598,32800,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
TCD,trade_import_3,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.3,,0.59,50,,,10,
TCD,trade_import_4,0,300,0,0,215,128,0,5300,0,0,0,9500,0,1228,1228,13886,5930,7012,8755,6477,12590,11500,17812,17791.2,25000,25000,10000,10000,10000,10000,10000,10000,10000
TCD,trade_import_5,0,0,0,0,8,3,22,3,3,3,0,0,2,26,26,33,52,43,37,258,286,145,243,361,261.6,483.73,339.2,413.77,350.56,396.56,574.13,360.54,381.76
TCD,trade_import_6,20,20,10,20,7,4,2,9,9,9,9,0,56,199,154,235,26,24,30,30,74,65,257,271,1055.15,936.14,1259.66,600.9,1113.53,1602.71,1919.93,2071.38,2535.96
TCD,trade_import_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,
TCD,trade_import_8,10,10,12,3,3,4,5,12,12,12,12,0,3,19,11,5,7,0,0,0,24,5,3,38,13,50.3,16.57,15.56,7.75,29.09,8.77,1.1,2.71
TGO,production_Agr_1,285448,231400,278042,393076,347645,290432,387562,452159,350484,493570,482055,537960,510084,537960,523647,509468,543342,546050,590106,651739,638129,650831,825710,692610,833044,794661,826896,854689,886630,912086,885030,929020,957047
TGO,production_Agr_2,25149,39789,25265,33769,50080,51226,76515,86211,86663,81061,62306,62048,69242,62048,68515,72858,76284,74843,85540,121295,110109,112233,160939,260418,147930,140952,137106,140519,145489,147053,159852,165541,169608
TGO,production_Agr_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,220,225,250,500,1000,2000,4389.91,8268.98,12724.51,18584.48,25000,41083.61,60348.06,92373.29,124638.36,154545,207604,236450
TGO,production_Agr_5,5200,4562.5,4375,4561.25,5675,5577.5,6612.5,6512.5,6145.63,6717.5,6620,8152.5,8062.5,7475,7862.5,8200,8325,8531.25,8800,9085,9250,9375,9625,9812.5,4636,4683,4730,4777,4803,4873,5850.49,6877.75,7868.91
TGO,production_Agr_6,5180,6630,6764.81,6689.82,6569.84,5159.88,4499.9,5129.9,5692.4,6187.4,6501,6814.41,7160.92,7523.93,7886.94,8283,8695.5,9141.07,9609.8,10102.51,10451.89,9281.71,10258.24,10189.24,11798,12034,12275,12520,12685,13026,15278.68,15002.45,17153.56
TGO,production_Agr_7,7400,7440,7480,7520,7200,7360,7480,8480,9360,10000,12000,13040,14000,15120,16320,17600,19040,20560,20136,25976,13915,14613,15344,16572,14610,15786,17057,18432,19585,21522,22834.18,24911.34,28443.02
TGO,production_Agr_8,4680,4005,3006,2718,2502,2052,2790,3096,3258,3420,3591,3654,3681,3690,3756.38,4590,4779,4806,4808.7,5049,5171.9,5384.85,5400,5850,3024,3205,3397,3601,3756,4046,4742.4,5121.79,5531.54
TGO,production_Agr_9,7110,7706.83,7828.56,7749.23,8998.91,8211.71,8252.64,8708.83,9296.77,10260.43,11032,11140,11372,11400,11600,12000,12096,12112,12100,12300,7109,7180,7252,7324,11081,11191,11303,11416,11478,11646,9409.8,11533.75,11649.23
TGO,trade_export_1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,332,0,,,,,,,,,
TGO,trade_export_2,938,9693,42505,3290,3156,631,461,673,0,0,34.3,0,323,89,0,10,10,0,123,123,123,0,0,0,,,,998.9,,80,,,
TGO,trade_export_3,,,,,,,,,,,,,,,200,90,1,99,500,0,435,289,2101,6366,1854.91,10230,16331,21066.03,28156.92,52601.97,89238.61,72805.42,129786.84
TGO,trade_export_4,3001,127,101,31,19,46,256,120,108,48.05,15.43,0,8,1467,0,0,42,76,26,29,5399,63,22383,516,2516.15,977.65,125,46.88,40.9,101.2,96.7,35.28,
TGO,trade_export_5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,,,,17,,,,
TGO,trade_export_6,0,0,29,0,0,0,0,49,57,0,174.8,42,151,151,28,0,24,0,0,307,248,138,0,28,26,25,67.4,70.06,49.88,44.62,133.78,31.2,14.5
TGO,trade_export_8,,,,,3,7,10,0,0,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
TGO,trade_import_1,70,9,206,326,7,52,11,16,9,2242.92,3.25,0,0,0,2,0,1,0,1065,112,0,240,6,3685,,35,6.05,71.76,19.6,,528.16,1590.95,1524.55
TGO,trade_import_2,81388,56693,116926,31247,30345,52493,45265,60695,51700,61507.44,59742.33,130436,158540,125257,73511,100777,90200,69713,44869,73181,46964,69690,73710,85899,65804.48,72139.45,102946.32,96179.3,86006.77,80806.76,112975.8,164230.19,155989.45
TGO,trade_import_3,,,,,0,0,0,28,0,,,0,0,0,0,0,0,0,6,501,281,0,0,0,,,588,,2.73,169.57,7845.99,3764.04,37326.8
TGO,trade_import_4,778,110,5775,115,3476,1745,2856,4894,842,19.93,46.18,166,99,202,311,586,3000,547,4608,2216,3091,1064,1021,615,463.8,1026.79,742.36,756.81,933.6,1031.1,1568.12,1182.19,1478.52
TGO,trade_import_5,477,646,691,532,693,787,710,429,292,397.38,354.02,344,316,343,269,345,441,288,405,341,289,309,357,362,367.09,550.15,668.38,952.55,897.1,1140.01,1260.28,792.14,1291.5
TGO,trade_import_6,113,0,1063,633,702,530,1096,1691,1391,1858.42,1829.05,1323,3001,3043,2832,3167,2845,2636,11559,6876,6715,8972,10749,12155,12775.29,19379.92,16834.03,15209.45,17422.96,22985.28,15377.81,15620.42,19650.37
TGO,trade_import_7,0,34,1,24,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,,,0.25,,,,,,
TGO,trade_import_8,0,0,15,0,0,0,3,12,2,0,0,0,0,30,29,11,0,16,58,7,63,12,54,31,240.41,4.01,92.45,47.18,48.61,59.34,56.74,68.69,86.68
THA,production_Agr_1,3722266,3792652,3672022,3328228,3965339,4154518,4532610,3831647,4617455,4286440,4472903,4496960,4259289,4248989,4341474,4093634,3918332,3890218,4249354,4616119,4860746,4972952,4947530,4876180,4804670,4729527,4390185,4820962,5069143,4535058,4990207,4847845,4895904
THA,production_Agr_2,17193216,20400000,19917299,18447260,21110714,22015481,22331638,23580080,22998414,24171412,25843878,29099915,28321137,29820271,28873975,30648248,29990602,32477032,32022992,32397856,35702946,38102720,38100189,36762277,32620160,27702191,31857000,32898903,32348114,28617948,31734268,32977775,34317028
THA,production_Agr_3,530112,435587,480148,513099,527580,385560,359094,337790,321235,319015,312432,260696,259863,230516,217514,228375,217298,203660,188795,178224,158833,97282,64251,53358,58295,56963,37765,42829,41165,26283,22800,21234,20802
THA,production_Agr_4,458,419,651,740,700,639,710,750,827.25,791.74,800,701.02,821.46,883,911.05,952.21,1000,1013.61,1045.22,1063.01,1107.41,1115.48,1000,1500,1312.77,1265.48,1303.89,1350.35,1306.58,1320.27,1325.73,1317.53,1321.18
THA,production_Agr_5,180129,188714.6,263645.2,270756,265968.8,254281.4,231790.6,206018.8,183479.6,169911.2,130894,124457,115593,111636,116154,110766,118141,141950,141582,145200,154958,149039,140713,136425,133616,144702.05,140000,145000,140000,143000,125411.37,140059.09,138522.28
THA,production_Agr_6,551320,562623.6,606630.5,642259.1,685125,684497.8,715794.8,746200,656530,635271.21,692950,701708,786841,866951,872019,907050,985278,1002308,894501,871019,895339,879573,949299,967296,948901.26,936355.62,912676.04,927726.16,904585.04,899657.4,891624.21,890914.63,890736.26
THA,production_Agr_7,575000,774000,940000,943000,884000,910000,934000,945000,1097000,1078000,1045628,1136129,1180253,1264350,868860,1007205,1068811,1106664,1157940,1153550,1220256,1262034,1541112.53,1610620.81,1756536.05,1629034.5,1628708.17,1659115.62,1614654.77,1722648.29,1756855.05,1796629.84,1837587.8
THA,production_Agr_8,541.95,612.15,717.9,677.85,634.85,600,439.5,564,589.5,600,649.5,849,801,802.5,1102.5,1267.5,1200,1650,1395,1425,1425,1575,1815,1845,1832.94,1744.59,1766.07,1792.19,1791.63,1853.32,1836.41,1849.67,1863.26
THA,production_Agr_9,130278,142253,134011,157288,205407,307229,343388,385728,437116,464514,520115,587700,660297,731923,842611,888220,803250,729098,786186,840691,911000,982000,1022190,1095314,1067452,1159000,1194000,1189000,1259000,1292000,1317000,1296000,1222000
THA,trade_export_1,0,0,300,0,26,0,0,0,12,0,15,0,0,1,2,2,7,5706,0,3,11,1,1,10,7.12,2.27,9.9,22.93,11.8,0.01,0.06,0.06,0.01
THA,trade_export_2,0,1,0,11,8,0,15,0,10,0,1,10,11,0,15,29,31,3957,2,10,3619,11,5,1107,9.93,2202.23,36.54,4.43,35.85,21.88,9.27,16.07,35.55
THA,trade_export_3,74,529,781,471,312,279,222,329,797,781,617,335,835,566,975,1224,1235,2658,1199,1296,954,1252,1918,1989,11594.87,9317.02,5477.29,3960.58,3183.47,3372.86,1718.41,942.35,935.35
THA,trade_export_4,1235129,1232131,145243,212921,144461,106888,56048,57184,125260,72163,24429,501624,153139,197701,951310,70417,306279,375815,672897,1081042,478518,390081,141018,584339,782618.29,104464.84,602594.92,582773.28,231516.41,101340.04,27428.09,122517.9,68586.83
THA,trade_export_5,288,513,409,684,1157,1482,1651,2072,2363,3522,1907,7701,19538,19580,18936,19323,16916,20047,23941,18978,14663,12405,11935,15611,18381.01,19995.12,20621.66,22843.95,23650.18,48738.44,76319.77,81603.49,80708.19
THA,trade_export_6,138986,164200,174917,157097,153135,149995,137269,150894,213193,217757,240905,309543,330381,343496,26548,4547,8036,19883,23323,25227,33275,51245,93188,91487,146956.52,175647.96,212649.98,224060.6,274353.5,309399.47,344043.88,383034.47,357091.27
THA,trade_export_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
THA,trade_export_8,1424,1328,288,0,0,0,10,161,895,582,342,248,0,0,1,0,0,73,0,0,22,296,579,758,287.46,317.29,1310.94,2116.45,1819.76,2498.15,4415.78,2864.14,368.4
THA,trade_import_1,0,22,0,0,0,0,0,0,1,250,0,1,0,0,3,29,78,83,307,306,220,0,12,9,0.45,2.88,0.09,0.09,,0,0.23,,0
THA,trade_import_2,313227,453154,484084,572198,671452,611307,693612,546248,651910,706410,684737,811620,877170,781517,949350,1148363,1006060,856765,694909,1104863,1699560,1426210,2581987,1758920,1557519.46,4556088.42,4576536.43,2732192.71,2847138.75,2782684.59,3096831.8,2675271.28,1615852.13
THA,trade_import_3,16,34,158047,44689,97998,203157,418811,869397,687255,1007984,1320402,1363224,1528557,1689649,1435803,1607784,1395242,1540835,1723273,1534551,1818705,1994378,2119941,1678678,1898295.5,2557384.39,2957729.4,2744990.56,2722970.94,2952949.17,4044715.3,3996771.48,3022180.26
THA,trade_import_4,723,904,445252,9257,10257,280442,302770,238791,232236,121501,340540,32000,15996,13490,86525,73588,161407,94782,433737,303090,416659,204021,208825,192257,39458.68,174117.97,131798.2,103889.18,161411.36,753423.48,1598919.52,1846859.07,1487794.62
THA,trade_import_5,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,32,22,47,15,24,11,20,26,50,45.33,68.39,99.8,104.99,127.77,212.47,279.67,272.3,372.89
THA,trade_import_6,0,0,5,0,16,24,14,0,68,127,22,114,341,209,2959,11,1,16,23,24,310,1162,990,9597,7762.49,3600.83,1906.82,356.38,1176.14,1750.51,1038.95,934.24,929.33
THA,trade_import_7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,28,0,,,,0,,0.02,1.02,,
THA,trade_import_8,16,3,101,0,0,0,0,0,0,0,7,4,0,0,1,0,0,9,0,0,0,213,673,534,210.05,4,267.89,0.06,24.48,,37.03,,
TJK,production_Agr_1,,,32278,33500,18000,19372,90047,30306,35511,35707,37762,34296,55379,94850,112954,155813,138885,130075,136428,142515,151061,154881,174857,175357,194193.5,200519,208112.5,218448,237355.2,232898.5,182000,240000,220000
TJK,production_Agr_10,,,29000,30000,27000,12000,6000,14600,20300,22300,24300,31400,32300,34440,39800,45000,44700,50000,53000,55700,58800,62000,69300,74200,65000,77500,54244.54,53603.24,53718.69,53671.37,53685.99,55491.81,55982.65
TJK,production_Agr_2,,,20184,22700,20000,21600,20722,44161,40289,47326,81978,39776,50200,59415,51445,62404,48536,52109,53989,63416,76854,76875,82378,78039,79933.4,85807,96476.1,97763,90446,106441.7,99000,106907.56,110399.37
TJK,production_Agr_3,,,2,4,10,7,25,14,23,15,21,17,18,1,1,0,1,14,1,30,21.65,36.4,20,20.52,19.91,22.04,21.09,20.96,21.37,21.14,20.41,20.49,20.57
TJK,production_Agr_4,,,166400,170600,149000,170000,239000,452209,388149,365136,406196,387314,544565,660222,631328,618467,640339,649300,659096,1088591,1033144,726880,812588,947350,868368,896362,917081.4,899653,778986.3,836884,846000,852000,840000
TJK,production_Agr_5,,,40900,28200,28000,32000,34000,25500,14700,15000,14800,16800,19900,25000,27100,26700,23700,25200,25100,25976,28642,29300,30683,38500,44200,100000,150000,248768.8,261926.7,272520.9,270000,270000,270000
TJK,production_Agr_6,,,2700,790,520,500,100,75,44.69,44.7,37.26,41,22.37,26.11,18.32,22.13,27.18,22.4,25.1,21.97,15.62,19.58,25.72,17.91,18.11,16.54,10.01,5.92,6.97,4.24,4.16,3.95,3.7
TJK,production_Agr_7,,,5200,1800,1200,600,200,100,100,100,100,100,100,100,200,200,700,700,1100,4448,1054,2200,7501,1400,1500,1600,4000,6828.7,7135.1,16270.9,21400,30900,22878.02
TJK,production_Agr_9,,,480500,445500,445900,370000,170000,220000,240000,280000,285500,351200,398700,424768,450355,488030,500000,533600,548000,574000,602000,633900,709000,828179,854737,888960,917990,949971.8,983052.6,1000563.4,1020900,1042600,1021354.47
TJK,trade_export_1,,,,,,,,,10,,,33,0,1,1,45,52,0,0,0,0,0,0,0,6.29,6.09,37.34,0.7,1,,,,
TJK,trade_export_2,,,,,,,,,,,,1684,0,0,0,0,0,0,0,0,100,100,100,100,,,,,,,,700,330
TJK,trade_export_4,,,,,,,,,,,,,,,,,,,,,,,,,,,15.18,0.18,30,45.27,20.72,,
TJK,trade_export_5,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,,,1.15,,,,18,,
TJK,trade_export_6,,,,,,,,,,,,,,,,,,,,,,,,,1479.61,3.15,,0.03,,1.05,,,23.12
TJK,trade_import_1,,,,,,,,,210,30,4,0,52,1,0,0,0,0,0,0,0,0,0,0,60,,14.29,39.4,60,1.07,0.05,52.66,101.35
TJK,trade_import_2,,,900000,736000,655000,481000,158000,322000,400000,278615,321347,263966,291627,143881,127200,283500,291200,283900,258102,413100,442800,442500,751519,651970,744768.49,852441.76,1034111.39,1014483.87,1018908.91,1090208.28,999167.05,1028258.29,995492.41
TJK,trade_import_3,,,,,,,,,,,,,,,,,,,,,,,,,1599.76,2386.2,469.3,963.51,615.48,352.85,72.43,0,5.29
TJK,trade_import_4,,,0,59000,0,,1,,,0,0,100,0,0,0,0,0,0,0,0,0,0,5,5,1731.5,2119.02,445.23,876.93,1198.74,1475.61,9242.33,28975.7,36256.73
TJK,trade_import_5,,,,,,,8,16,18,1,84,21,32,73,1600,1900,448,4.9,611,758,281,1120.7,545,871,597.63,499.77,519.16,473.15,671.8,597.72,601.64,670.74,713.14
TJK,trade_import_6,,,,,,,,20,170,373,415,299,850,3643,5805,9616,3254,19975,24585,24066,23568,23773,19286,20000,31730.78,30771.59,2312.04,2608.61,11050,5995.1,3516.72,1902.42,892.14
TJK,trade_import_8,,,,,,,,30,100,30,60,201,700,890,900,900,900,900,900,900,900,900,900,900,,,0.11,,,0.17,0.54,,0.01
TKM,production_Agr_1,,,159000,214000,150000,121450,14800,5300,7800,8200,9700,10000,15000,20000,15000,16000,16000,2600,2750,5440,5610,5510,48000,52000,50000,51000,10292.1,11166.15,9774.7,13426,14306.46,11632.33,11628.69
TKM,production_Agr_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11091.1,12515.3,9724
TKM,production_Agr_2,,,63823,87800,92000,78600,40800,26900,13700,33300,27300,39000,80000,109500,110000,120000,135000,28730,30690,29760,30600,22650,129000,132000,130000,130000,84288.72,79644.01,79838.3,85069.7,86234.1,86213.62,86285
TKM,production_Agr_4,,,377000,509000,675000,695000,453100,706900,1245200,1505800,1690000,1760000,2326000,2487000,2600000,2834000,3260000,1082770,996160,1405600,1476620,1168220,1200000,1370000,1200000,1406000,1604641.57,1587860.26,1086552,1654024,1480733,1400000,1100000
TKM,production_Agr_5,,,46000,50000,51000,51000,52400,54600,61100,63000,72000,80000,92000,100500,100000,103000,102000,138000,136000,140000,140735.18,144612.89,148858.61,153299.86,157459.18,161171.8,171071.09,175497.35,174366.44,175109,177034,173336.66,173147.82
TKM,production_Agr_6,,,7000,5000,4000,3000,1400,700,510,700,500,400,300,200,200,200,200,300,300,300,300,300,276.3,239,241,224,258,269,271.58,248.58,213.69,210.91,200.94
TKM,production_Agr_7,,,7000,5000,4000,4000,1800,1600,4300,4600,6000,8000,11000,12000,13000,14000,14500,19000,19000,19500,19500,20000,21000,21250,20752.15,21238.14,20518.07,20953.46,22333.32,23758,23089,21555,29591.62
TKM,production_Agr_8,,,2000,3000,2000,2500,3300,3200,3000,3300,4500,5000,6000,6000,6500,6500,7000,9400,9500,10000,9800,8491.07,8398.45,8920.16,11000.13,11863.84,13260,13360,13440,13640,14110,14520,14230
TKM,production_Agr_9,,,471000,712000,715000,727300,754800,755400,765300,875400,989000,1250000,1398000,1529000,1400000,1869000,1970000,2068500,2065000,2145900,2093000,2101000,2113000,2102000,2105000,2106000,2377293.44,2381481.47,2394428.7,2399400,2440618.42,2460145.97,2478325.45
TKM,trade_export_2,,,,,,,,,,,,,,,,,,,,,,,,,24839.2,12700,56586.6,26000,30000,37000,37000,35000,35000
TKM,trade_export_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.91,,,
TKM,trade_export_5,,,,,,,,,,,,,,,,,,,,,,,,,,,57.24,,,,,,
TKM,trade_export_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.67,,,32.7
TKM,trade_import_1,,,,,,,,,,,,,,,,,,,,,,,,,8.37,4.5,,,,1.31,,,
TKM,trade_import_2,,,1200000,840000,338000,214977,220000,200000,38000,10000,3100,10500,42000,16500,3,0,2365,133794,432433,116729,350000,508132,614850,615000,560,20,65,540,263255.84,243703.77,70278.33,235921,336546
TKM,trade_import_3,,,,,,,,,,,,,,,,,,,,,,,,,1927.42,675.12,2181.63,417,2817.8,1129.5,1848.95,1529.4,1804.38
TKM,trade_import_4,,,,118000,11000,298,2100,,100,150,210,310,900,0,30,216,28,35,0,0,0,0,0,0,468.73,1370.24,1798.85,650.24,2646.68,2530.98,8575.02,1823.66,777.6
TKM,trade_import_5,,,,,,,,,,,,,,,,,,,,,,,,,2001,1665.79,2562.45,2193.67,1638,363,710.83,357.29,203.81
TKM,trade_import_6,,,,1591,14300,1592,846,130,600,2000,4700,120,5700,3800,2782,1317,1476,325,6683,5650,2000,588,600,600,22154.96,10135.47,5776.69,9647.53,31261.26,14396.33,18459.57,34156.72,45942.26
TKM,trade_import_7,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,,,,,,,
TKM,trade_import_8,,,,,,2,3,,,,,,,,,,,,,,,,,,1206.2,2260.8,,,,65.05,57.8,,20.13
TLS,production_Agr_1,86090,91076,82275,104523,116739,103039,106616,99000,58931,70450,88449,69000,93714,70175,82209,92219,118984,71526,100173,134715,148890.78,49783,62839,100789,102473,142361,96565.16,75000,86213.78,75690,77606,56058,87000
TLS,production_Agr_10,625,4273.42,4593.85,4967.92,5931.52,6282.88,6629.34,6971.27,7531.3,5698.79,4087.79,3424.66,3958.54,4474.45,4975.49,5099.24,5133.67,5222.97,5345.29,5335.34,5628.81,5588.69,5649.34,6219.68,6238.26,5786.2,5771.65,5923.24,5699.06,5869.24,6104.58,6381.83,6562.28
TLS,production_Agr_2,46675,66890,52657,51766,41461,46696,52607,37968,36848,33585,51000,53845,53656,65433,34994,58887,55410,60420,80257,120775,112925.4,98297,119166,87332,88824,71541,60000,62114.64,57000,47822,49983,45455,76000
TLS,production_Agr_3,1076,753,1371,1402,668,913,1244,783,672,1030,800,660,640,650,878.23,879.54,885.21,886.66,800,1818,362,1554,1041.26,999.41,984.74,990.74,968.39,898.75,887.58,868.25,852.07,361.94,820.94
TLS,production_Agr_5,710,824,834.3,937.3,751.9,947.6,1050.6,1102.1,1676.84,927,1339,1125.58,1751,1339,927,927,947.6,968.2,988.8,1009.4,1040.3,1091.8,1112.4,1133,1080.65,1316.96,1339.2,1370.14,1387.3,1762.23,1397.74,1222.15,1272.96
TLS,production_Agr_6,6680,7680,9440,10880,8640,8680,4320,10160,9200,5600,6400,7600,8000,8000,8000,8120,8440,8760,9120,9480,9760,10200,10760,11320,11123.11,11393.04,11668.84,10880.16,10794.12,12930.92,10387.15,6826.61,9475.49
TLS,production_Agr_7,800,960,960,1000,960,1040,1096,1160,1240,1320,1040,1040,800,600,656,688,712,744,768,800,696,720,800,800,845.97,921.53,925.84,907.51,956.64,1132.8,840.21,530.48,883.16
TLS,production_Agr_8,290,300,350,380,480,520,560,600,650,570,225,240,290,340,390,390,400,410,420,430,440,460,490,515,513.38,455.78,412.82,471.2,491.65,518.5,544.53,571.44,581.58
TLS,trade_import_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,153,12,0,341,20,88,58.33,116.67,2909.94,,6.89,0.18,3.3,17.29
TLS,trade_import_2,,,,,,,,,,,,,,,,,,,,,,,,,7,0.24,,115.03,,0.27,0.94,0.55,0.07
TLS,trade_import_3,,,,,,,,,,,,,,,,,,,,,,,,,874.2,284.98,1391.02,1237.45,1494.08,1826.33,2336.27,2429.62,1998.12
TLS,trade_import_4,0,0,0,0,0,0,0,0,15000,4544,9912,11000,0,4000,7200,4000,4700,5000,3970,2843,820,3822,616,707,128.6,23.28,244.8,8.09,31.72,9.63,62.32,152.15,310.94
TLS,trade_import_5,,,,,,,,,,,,,,,,,,,,,,,,,431.95,375.73,561.73,92.23,277.3,306.15,717.43,920.73,895.96
TLS,trade_import_6,3200,3300,3300,3500,3500,3800,3800,4000,4000,4000,4100,4300,4500,4500,4500,4500,4500,4500,4500,4500,4500,4617,4531,5614,4747.7,6094.6,7644.99,6880.54,9253.52,5845.48,3813.95,5734.19,6155.38
TLS,trade_import_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,
TLS,trade_import_8,,,,,,,,,,,,,,,,,,,,,,,,,2.38,0.38,,910.66,0.24,556.18,627.83,984.29,1120.72
TON,production_Agr_5,304,285,285,266,266,266,646,266,266,304,350,342,342,342,342,342,351.5,361,361,361,349.01,348.46,370,358.37,350.83,345.49,346.72,352.6,353.54,354.94,353.72,353.26,352.8
TON,production_Agr_6,1522.5,1522.5,1540,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1492.47,1477,1500,1550,1538,1561.44,1610.95,1618.62,1650,1657.88,1683.53,1708.56,1729.42,1743.83,1736.85,1745.34,1761.25,1774.23,1787.26
TON,production_Agr_7,220,220,228.8,233.2,233.2,286.88,316.8,316.8,316.8,316.8,316.8,316.8,316.8,316.8,316.8,316.8,325.6,334.4,334.4,328.7,276,278.68,294.4,294.67,289.59,288.56,285.87,282.78,278.56,280,276.49,273.96,271.42
TON,production_Agr_8,30,31.5,31.5,31.5,27,27,25.5,24,24,24.75,24.75,24.75,24.75,24.75,24.75,24.75,25.5,26.25,26.25,26.25,25.38,25.31,26.05,27,26.92,27.06,26.88,27.18,27.37,27.66,28.03,28.34,28.64
TON,production_Agr_9,225,289.82,284.44,283.21,225,150,283.76,283.95,284.13,179,370,308.5,308.7,308.9,309.1,309.3,309.5,310.35,310.56,310.76,370,385,400,410,420,319.49,320.46,320.44,321.33,322.71,323,323.64,324.29
TON,trade_export_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.69
TON,trade_export_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,,0.66,0.12,0.04
TON,trade_export_6,,,,,,,,,,,,,0,,,,,1,0,0,0,0,0,0,,,,,,,,,
TON,trade_import_1,,,,,,,,,,,,,,,,,,,,,352,0,283,109,1.31,1.77,,,2,,1.4,5.53,0.1
TON,trade_import_2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0.02,,,0.01,,0.02,,,
TON,trade_import_3,,,,,,,,,,,1,2,2,0,0,3,1,0,0,0,0,0,1,0,0.01,0.76,1.42,,0.3,0.42,0.19,0.27,0.07
